t-SNE-1,t-SNE-2
30.92214,-25.27795
82.70067,-1.9544935
35.929287,-15.784667
-51.717335,-22.915625
15.883934,18.74026
27.580051,-17.061161
-49.584972,53.35847
-6.694812,8.968565
-54.48348,-27.99455
-49.109936,50.116394
-65.60878,-35.973896
19.434649,24.641668
-11.5344,-58.24204
34.555843,-61.795757
35.237534,45.65776
34.18061,60.821156
-83.77276,-0.9089618
35.164448,-17.58364
37.629078,62.41007
26.7729,-63.43431
-16.186872,-63.537823
-6.4445915,33.525898
-52.826088,35.17669
5.9765754,18.024117
-7.6647563,53.618565
-43.412453,11.119614
5.7814813,13.3082
-17.782055,-10.240909
-51.214474,52.987705
-19.009808,-64.724464
3.5400896,51.328915
-42.648365,14.076382
1.6397976,49.63966
-52.500935,27.47906
21.297039,-15.868209
-83.30447,-0.6578313
40.937122,-9.536259
33.46338,34.487022
37.844517,45.501778
39.70263,-53.720844
-20.527802,-7.9689713
21.448034,-72.83827
-25.429743,65.2469
-4.4198804,30.988258
33.818115,53.771164
-5.6738625,-60.456528
-45.58357,-32.161346
39.232353,59.02387
24.792141,-26.155884
84.96902,-3.2720242
75.85652,-2.6147025
32.893322,-8.685457
42.523373,-63.073822
-50.41842,27.459862
-79.34283,-0.023227876
33.427135,54.538036
-9.543158,-66.37882
-39.737873,45.813404
51.116276,-2.8405135
35.176643,-12.735223
37.474102,49.945396
21.025389,-7.8726153
-8.650682,-0.71416295
-6.0421414,3.5561893
-59.371284,-28.371544
-78.327705,0.7007067
29.540323,33.334362
-25.59375,62.90261
29.050829,56.684635
-9.315862,-65.35207
2.6234202,13.047924
21.477009,-72.46734
40.41407,-55.597073
76.267685,-22.464487
25.989964,-1.1577504
35.635845,63.29156
-6.3079615,11.137403
-18.156864,-65.2083
-48.632805,-26.608528
-23.862125,-63.429306
78.12425,-14.357954
35.093838,31.169811
-28.51586,-18.936491
73.71617,-19.80784
-36.116833,52.59516
-39.622097,-13.825796
39.873516,-9.146002
-38.91503,-13.55542
-63.516758,-37.847485
-75.09586,-1.7349705
-19.43233,-66.12887
-49.94742,-28.877293
-4.728124,-50.594173
-57.514,-31.911753
28.690008,-30.74617
-9.343724,-5.7884808
-63.979404,-36.658657
-19.77874,-6.6834674
-4.6908545,-59.408947
72.0224,-10.102162
-17.438818,-2.9377644
15.910589,-15.658544
-41.24736,-26.915638
-47.697506,47.162846
-18.893814,-52.178978
12.381191,-7.088088
-14.481296,-67.76856
50.95137,-1.016049
-3.4342544,-49.566628
-19.27127,-11.404989
-37.834267,-24.234638
-43.06643,47.8495
-72.808495,-0.81841713
-46.804462,51.7379
-1.7901045,40.082073
67.930725,-13.449638
-8.082145,2.0730963
-50.004745,33.46523
22.60807,33.29229
44.245796,-17.679985
40.1386,-27.064943
-4.0124345,-58.465336
16.215647,-11.087286
27.9226,-12.834865
-11.8987875,-4.6686163
-34.46033,65.279
-53.036865,-27.481556
31.145628,57.36335
-34.52561,21.700115
50.7743,-11.1161785
19.442598,-29.02326
-44.911102,23.821062
51.086628,9.214099
-13.73593,-63.997
86.22867,-4.809707
-8.765691,10.891018
-7.565604,15.250495
-51.108505,-23.911118
-4.865656,44.916824
-16.88509,-60.048405
-7.5883365,53.51394
25.137674,-61.805435
-70.861755,-6.040532
73.75245,-20.570028
28.49871,-15.423592
-58.35098,-26.78334
35.729977,51.630333
25.057198,-24.226542
71.91839,-25.8123
31.60457,63.863102
35.882412,-17.381779
34.326912,34.20452
10.563263,-21.035252
33.579674,-64.74888
-3.7633393,-47.739296
51.387657,-3.9476717
-3.4710536,35.839397
-48.31283,21.670786
33.14297,62.914513
32.512035,-22.603329
25.805542,-65.12611
28.229004,53.77523
74.926315,-19.461157
-44.464706,27.652113
-12.447986,2.4758174
33.403015,30.829021
-65.618645,-34.17079
27.497568,-7.404276
27.3683,36.029633
24.915268,-25.392054
-35.23083,19.524145
-62.760624,-23.415413
-46.77697,8.40507
76.14133,-17.497507
-25.137318,61.80059
47.428387,-10.919893
-49.305065,43.975292
41.155357,46.939125
21.443138,-7.27355
43.4743,-62.31101
18.503387,-32.059967
56.67452,6.6167173
-32.817535,68.66616
54.600307,10.297208
-20.97093,-9.236997
22.698318,-6.1679387
-7.624612,-52.56815
78.200066,-15.776824
-53.330635,34.14856
-9.369034,17.327915
-38.8312,12.648482
-30.237652,65.87173
-47.860565,16.935728
51.668095,2.5857089
14.977798,-9.289003
12.363257,-12.502048
-84.150955,0.73408157
9.746359,-13.283232
26.75421,-16.233755
24.542978,-69.47782
34.851482,-10.993404
-47.09734,29.933294
-79.63061,-1.7204188
34.82784,-18.869083
-77.533585,-1.7525892
-44.408314,50.57082
-49.919846,25.751097
19.53105,30.355362
-18.540565,-14.545457
-32.698723,58.831955
79.43994,-6.9743533
27.735958,-30.413242
43.254215,-16.595835
75.0555,-7.3117414
-9.652918,-56.07715
30.44748,-2.6315815
68.47658,-13.817089
-57.170856,-25.283537
-49.578423,49.54113
-76.67042,-6.9605136
-50.340187,-25.138182
-28.392914,-21.850739
-0.08694453,40.773994
27.375832,38.810978
28.40934,42.697533
-75.854095,0.49534172
50.251476,-9.152533
-12.078177,-56.854637
1.4321238,44.695446
38.41651,-23.44807
-34.658894,66.17435
-55.45303,-24.232557
-50.696095,38.744965
-4.924258,39.86879
39.4791,-59.20685
27.282125,-60.628742
40.05347,-25.902971
-9.880209,19.377913
-52.20072,49.803814
10.625015,16.738523
-36.35969,-19.906837
-77.247154,1.2362592
-21.255363,-65.22526
-41.014565,-29.732615
-6.9907227,20.98077
12.751093,-11.5802965
-70.24264,-4.9250627
17.257454,24.94912
30.80481,34.0359
18.07944,-29.239504
83.99197,-5.8535657
78.499916,-19.499985
19.477076,-14.218061
25.50669,-29.502182
-12.009635,-64.68732
39.628925,65.542274
35.601265,-27.638859
-5.662003,41.070286
35.860874,57.68421
-34.316326,18.225126
-15.642272,-59.83038
37.120586,-64.02348
-4.3341756,43.806618
-32.626904,21.776663
31.904692,3.8479085
-7.4405417,48.36835
31.878656,-23.970854
25.368647,35.027737
37.443405,-61.756104
-44.62473,-25.51681
40.947372,34.762745
23.191023,-11.597417
32.320847,54.557693
-44.82923,29.689169
30.637632,29.840027
79.579666,-4.2457705
-46.651855,-25.654652
-42.767677,45.383606
63.256653,0.60203964
-4.712456,-52.74737
-74.30806,-3.4242837
-49.68087,26.884495
-11.384537,-60.838146
12.212278,24.793264
-52.037987,48.65385
32.94037,39.636837
-35.6708,-24.280046
-24.965322,65.84109
20.294607,-19.954353
-2.5940099,40.10463
-48.361843,34.96502
28.598871,45.878426
15.134249,18.300018
27.934935,-66.548256
-19.986053,-14.270389
-33.59813,-16.619543
-41.270332,-29.83942
22.822878,-32.95464
72.921295,-13.393637
-48.433712,25.027256
17.98774,23.282064
-0.88215244,-46.747776
30.977448,38.681244
-4.821056,38.548744
35.955505,-24.654806
-67.71958,2.761452
-57.681618,-25.861046
77.61552,-13.584797
77.18321,-26.666899
-49.70222,12.457359
-14.457264,-57.30067
75.37174,-24.035755
35.073864,-61.691658
26.620424,39.017433
-8.074872,-2.1719513
-32.42394,62.481304
83.702324,-7.0463123
54.966095,14.099719
26.33583,-60.321983
-12.121448,-2.457777
-5.6892514,4.7470336
75.27882,-22.255383
-9.641739,-57.635727
26.90413,-32.50485
-19.909601,-68.23465
-1.3790991,-54.331665
-10.638081,-4.9827003
72.26635,-23.591135
63.94847,-1.4407084
54.70017,10.184131
1.6033046,-51.36475
48.617107,-8.143447
-72.8101,-4.317162
-24.044954,64.36857
40.597393,62.437073
19.01942,28.542166
37.535145,-63.66726
36.19525,-13.822688
-2.5194821,37.319378
26.606344,-25.06281
-47.714268,48.31281
-36.993553,37.00126
33.622807,29.894272
15.769917,-19.444895
21.550777,-23.129122
-14.235529,-6.920003
-42.84236,21.022667
2.4902031,13.096041
32.010952,32.72697
-14.625898,-7.786037
36.900555,39.68281
-49.815056,43.384235
-46.72334,47.583782
-14.424278,-65.09918
76.51642,-20.224165
-40.87202,-24.20654
29.680424,-6.1447387
13.899542,-17.295406
30.56204,-23.746183
-5.032112,-51.61801
-49.53924,14.303878
37.939873,51.115395
74.37357,-14.340111
-45.887154,18.212315
31.464203,40.142002
77.58664,-11.975494
8.286863,14.403054
-29.506638,-28.14872
-53.27745,-28.881079
52.39827,9.338821
-31.386623,-25.92565
-62.648785,-29.834784
-34.481586,-23.772423
-13.194895,-61.790718
-21.897799,-63.952908
-50.495247,18.405819
-34.752537,-19.561216
19.538782,25.094574
69.13462,-14.641247
63.24008,0.07858073
-34.747185,-25.558733
27.292198,-33.479244
48.491028,0.21174783
-35.698235,-24.559643
51.777702,-9.172958
-31.460337,-19.80377
8.023782,-9.175524
-35.896038,19.733614
-33.19665,-19.735172
-10.643014,40.127552
-44.535973,9.035882
-62.63519,-35.347134
60.12702,4.882687
-7.618962,7.3236184
-35.553062,35.454403
-49.280388,53.930058
-10.459665,-55.149612
-3.4354997,36.17567
35.59792,65.22083
-52.125214,34.857105
-6.8121676,-55.77564
27.774334,-25.032253
-13.249939,-64.50022
-42.53707,35.038857
-7.367414,50.441174
-41.714664,29.681396
-32.61688,16.381147
15.0239525,27.07571
-46.295643,42.933987
-75.470955,-3.8817828
6.1362243,48.414566
-46.929985,26.951025
-5.782193,51.01869
-42.4724,37.88883
39.448696,67.20561
-14.845625,-60.109676
25.024416,-66.226036
32.494366,63.758022
39.20749,68.09233
-23.334473,-8.559738
36.630833,61.679054
-11.556047,-59.228226
75.92944,-9.25726
38.520027,-22.469187
37.6647,-58.35446
-25.697418,-20.408895
34.12969,-58.120556
31.27258,-25.86249
35.82189,65.7132
-45.111492,-29.142965
-46.03297,43.298016
-67.55759,-9.487471
-9.148354,-50.873455
-37.181,36.6789
-4.378263,30.741564
11.593636,-13.165687
-33.099556,20.173828
-3.3051522,36.267704
33.67964,47.63719
-13.787265,-57.8
4.272159,16.853321
-11.794994,-61.39475
3.9110847,49.980145
-10.95876,-59.742825
36.109383,-15.990783
-20.869907,-12.127112
-72.6172,0.32007083
34.002365,48.356194
42.98473,-23.168695
52.08652,12.771785
29.287699,-66.85922
58.566265,11.611578
-58.441605,-30.0304
50.579033,-12.446927
-16.61967,-58.3111
28.289404,53.88124
-50.195683,-22.882694
32.27388,46.103798
44.733734,-56.77299
-15.709638,-67.89789
42.94313,50.80825
-48.35653,-31.405941
-29.082903,-17.120949
50.396393,-9.322308
21.0004,25.521526
-39.30328,-21.798851
-52.15192,30.422787
34.235798,-53.594517
-29.090216,-21.774227
-43.59159,34.62498
23.934618,-34.77446
-45.970463,26.076641
35.343018,-62.468163
-23.14317,-15.436943
9.764895,16.879402
43.516914,-62.430458
38.750736,-15.723889
-9.379344,0.6777066
75.33811,-14.885249
-30.224495,68.403206
-16.92809,-61.19201
-61.00127,-26.13726
12.698743,20.045603
-7.1990376,5.8721337
-12.388839,-58.924137
-41.007748,-28.447876
-3.7807882,-58.136528
29.945593,-9.091742
-73.38393,-6.276525
22.392107,-72.75977
-53.640125,17.237822
44.13494,-17.440905
3.0680685,-0.8432542
-14.232763,-16.072115
-29.954533,71.04965
-77.680855,-7.4447775
17.849339,-31.609669
-38.950333,30.015228
-15.428316,-67.056206
-31.305384,-24.926844
36.934124,53.804413
-44.346626,31.12117
-6.1888523,-58.95119
40.820087,-19.341671
-35.366386,64.08401
-17.687424,-11.509377
19.452206,22.449697
-15.224217,-57.69551
-46.53839,18.496916
-29.24017,-17.82859
61.449753,10.070681
25.54338,-66.383286
12.691188,23.776041
-38.409115,28.757875
25.625177,44.77471
27.371742,37.380836
-40.887577,40.96049
81.40938,-6.4932375
41.48477,-14.161757
-53.640923,17.324913
-48.366398,26.019876
14.746147,27.171492
24.888716,-28.091782
-8.029013,-57.225033
-59.119568,-23.191267
-44.64413,39.322807
32.42584,56.04373
-7.223503,19.071943
-22.995903,-13.436481
-71.60791,0.3882918
-73.82763,-0.84764165
-26.911715,-18.903536
35.692284,-19.151648
-73.89868,-4.936847
8.89616,-15.639529
72.55655,-28.475723
-40.01139,30.238731
-83.44194,-1.388578
-29.575077,-21.735111
53.953125,11.714239
-35.437386,35.34954
28.113596,40.91756
39.626656,46.043774
-18.43079,-62.177395
63.05807,0.0016949931
-15.881196,-9.598035
74.244156,-21.845795
29.473719,39.134842
27.176998,52.089657
-6.1361027,35.768368
76.38781,-18.087055
9.796265,14.333578
28.521725,25.226345
-50.197548,-26.95579
9.433162,15.0677
-5.5218434,-55.200764
75.98325,-28.419216
23.815042,-6.0098248
-32.621265,-28.28797
-2.922065,40.581665
-40.122128,-14.628968
43.18197,-60.851524
82.42827,-5.2097816
41.187035,-13.810713
15.712771,16.105618
-46.31465,46.298496
9.43552,-12.207654
37.27663,-26.979752
35.66217,-54.186768
76.777596,-14.198385
-7.0094376,19.912788
-46.28705,34.329304
35.56436,42.01123
-8.724603,4.751629
-19.10388,-9.391186
27.982042,53.918888
-32.784443,23.274252
-4.306986,35.833557
59.8145,12.759264
-3.746416,-50.365547
-42.50405,14.424542
16.479353,-16.291449
-0.7405873,37.46235
-42.26389,-23.637886
-29.453976,63.258568
24.098385,26.911915
43.35158,60.45511
17.785587,-7.5291348
-44.41731,38.951508
-82.80483,0.13248992
-47.371593,40.368958
-18.066177,-3.3241413
33.119858,5.4794683
-13.565821,-58.105064
27.451708,-17.286549
-45.471073,10.499394
22.44853,32.715126
53.960415,12.766255
40.22419,-23.838
35.031433,38.12749
-3.0798733,39.181362
36.908226,-15.724034
-32.8404,-3.9682837
12.933105,18.92417
-3.6393569,-46.809563
-48.765533,53.29651
12.1628275,23.779528
54.2245,15.383666
-0.28954354,-45.719532
19.549969,-16.768057
-51.1975,15.062873
-82.48713,-0.29312336
36.578087,47.350407
72.48665,-28.37027
36.69052,56.116554
-28.92405,-27.102757
37.559303,-54.646206
16.747437,26.34829
49.02376,-1.9157863
-2.2228239,-49.703445
21.955511,-73.31228
15.318359,19.723742
-12.960683,-67.03449
-19.997334,-15.438266
14.137009,19.236027
24.03553,-28.114044
-41.245617,39.14096
27.341904,29.160044
37.0689,60.828037
32.092876,52.881153
10.501754,23.15337
-19.146168,-66.64048
-14.851403,-67.932655
-33.12293,62.92363
-19.088602,-9.544595
-51.12315,-24.881283
-8.732021,14.443605
45.380157,-9.244316
59.532486,9.624956
8.28873,15.470776
3.322097,12.780158
34.996292,-53.5404
24.237804,-15.531751
-27.588346,59.858036
40.185146,34.474903
-23.484558,-10.221819
-18.464602,-11.447156
-17.026762,-0.8068367
74.58388,-23.915081
18.661655,31.086836
-7.292512,42.888256
-15.389662,-11.207804
21.926966,-7.7944417
12.670723,17.021091
-60.426853,-31.11122
-3.3256996,-51.68256
42.289085,-10.512637
39.189045,-25.950565
-44.778355,11.992993
80.92468,-3.1448758
28.761503,-11.382069
-77.19291,-3.385478
38.692543,-27.534998
-5.9968853,40.066414
49.943886,-3.077984
21.925114,29.484396
-49.107094,35.871483
-77.3784,-2.7490067
33.966667,-8.52051
34.400127,-13.804411
53.008495,7.2261357
39.953625,-16.96877
-52.288998,20.718443
24.12697,27.934181
21.169659,-6.790627
-32.44175,21.087645
34.98758,-8.638509
60.234478,4.1119165
-40.615814,-18.927689
-51.325188,-21.598724
-42.013996,-27.091248
20.227695,-30.259
-5.822505,34.75812
-10.971356,15.486936
7.0625014,13.136827
-9.385469,-59.049583
61.950302,0.47944936
72.60967,-28.661077
-48.4741,16.812696
17.484241,-26.10147
77.42091,-20.541897
40.741756,-62.73968
31.443947,38.603947
4.66133,-2.290536
-30.946371,68.470764
-61.316475,-35.998005
-8.439093,50.241833
79.26572,-16.110651
10.065603,15.635539
-63.62109,-20.286182
36.734245,54.317432
26.955654,51.260685
27.20683,39.249577
-33.043,24.744947
-40.65639,44.52175
36.595467,-9.193011
-38.735622,30.155397
31.915619,-3.9472175
-8.099022,53.72792
-7.4503207,-1.0415107
27.434196,40.053738
-39.938377,9.693388
-7.5994554,19.516617
24.535946,24.27476
11.084706,-13.299299
28.577913,-29.942514
20.869541,-10.381404
-50.779804,21.864685
-31.762053,-22.127707
30.827557,-8.639389
32.292812,57.2519
1.5671667,46.2471
-56.698757,-30.137423
28.489439,32.32124
-59.780407,-38.385284
-37.56244,-24.59895
18.817673,-6.805915
-36.386417,52.60479
32.662663,-6.4577985
-5.2841268,41.799587
-29.675537,-16.800255
27.386875,-12.893526
-29.605875,-22.357855
82.56095,-8.643737
-10.412388,17.822
-47.203846,25.158129
39.409466,-23.70898
76.82634,-22.53492
52.271927,13.618761
13.80261,-9.178987
17.443624,-8.178638
29.795744,49.632217
-41.70654,-18.991713
-78.93316,0.82662857
-53.057404,35.39631
-51.996895,29.863317
-14.93481,-69.1894
40.87551,-59.693485
32.4408,29.449366
-67.89216,2.6342995
-6.491955,34.906662
-5.4362483,49.2236
-6.347948,8.155755
21.245537,-17.532267
26.829624,40.07801
73.71613,-26.640272
39.875416,66.8501
35.669376,48.480137
-39.152874,-19.681229
-44.742092,25.664051
-37.665554,30.527225
80.72608,-1.0529037
-39.24406,30.75225
34.21273,41.60059
50.777126,-6.8520103
-39.67169,44.049576
-48.84641,-23.552847
-48.120705,25.294273
-46.93805,16.013155
29.038336,35.99057
32.8855,-25.092796
30.770601,28.185888
27.17215,-59.162678
3.6088698,13.645737
36.722935,52.88513
37.704403,-14.226402
76.202995,-21.033424
-33.83857,61.267433
-45.650467,39.396835
-18.065851,-52.629143
63.17829,-0.094954625
-9.659294,0.53102106
-38.903294,12.603812
-48.127182,20.288969
-8.047916,-60.73428
28.242548,51.206882
-17.020548,-68.98306
-69.509186,-4.975681
-16.496496,-10.192875
-51.033535,29.453798
84.663795,-4.588547
42.897507,-63.1634
-43.82418,38.761566
78.476006,-13.501312
78.98644,-19.354198
36.73113,-12.30477
26.337042,27.358507
-29.160284,-18.517736
-16.226273,-11.346589
78.35464,-24.23407
-8.453392,-54.156647
-32.554928,63.270355
18.750912,-34.19694
-8.461524,44.330257
28.60467,43.323925
54.94778,12.72994
36.980152,-12.063761
-36.93754,-23.091368
30.605719,32.211933
-74.8513,-4.7476788
-40.07663,43.61926
-44.323627,29.330633
12.550149,19.571121
33.10796,62.76011
36.027287,-62.043312
10.684493,16.491491
-26.638294,67.46861
6.6736794,15.444124
55.30607,3.8127532
-6.0898085,17.40981
43.3639,-61.490437
59.78137,12.470237
60.04595,3.642351
19.892744,-16.902456
-48.644825,25.758894
-1.4556013,37.92006
11.903054,-14.93581
50.891094,-1.7740186
-36.713146,51.007523
-10.011825,41.14964
-9.436847,-63.80564
55.90758,5.2998652
70.11341,-27.216492
41.208874,34.6119
37.254517,66.92355
17.223215,26.751612
37.67175,-59.29959
-7.947988,12.085957
-25.13275,-19.679918
-30.765554,65.344
34.802612,45.647987
35.43116,51.449787
37.013145,64.643234
-21.397903,-16.634989
79.725235,-12.646266
-30.12578,69.068535
-41.59018,-21.527943
-3.979629,13.916181
52.718506,-2.5497472
42.08198,-15.286552
-49.14865,-34.42985
-47.193924,37.054024
-48.532066,-31.240276
32.69409,-19.885742
-5.74944,3.0618012
-45.243702,-29.08503
-68.610855,-3.3643217
-82.489555,-0.44768444
2.5076773,10.830357
24.352001,-34.30023
74.6319,-19.534786
-37.756935,15.993356
-5.487317,-57.390415
34.291817,56.441093
-50.392647,32.197197
-65.4399,-30.448977
-20.945427,-8.4258995
51.897915,-9.186073
26.650856,-65.79158
27.05663,-58.935116
26.190483,-67.79242
20.260502,-6.761695
-24.539797,-13.935241
-38.3507,51.27071
-11.607558,-3.7642908
83.65484,-6.919191
-30.625723,68.60401
-51.65868,-28.653973
13.954628,-7.8900857
27.86991,32.92811
19.965794,-29.067348
25.004265,-23.796867
-0.86068857,47.92934
22.443401,-7.2456193
33.683414,66.07269
-39.168198,-13.462454
-8.832073,15.985543
-16.540688,-65.54482
-44.175426,-28.435179
-32.305477,58.860268
-48.827732,27.685362
-51.4285,20.01016
-39.932487,11.425115
-10.956065,-58.13573
39.39449,67.093796
20.42154,-18.508265
34.67228,-13.836282
20.897722,-6.507066
17.570675,-8.200523
26.037912,-62.729847
-51.58022,45.061764
32.041573,-62.056763
27.743532,45.0608
16.794838,-11.963148
76.039276,-23.008245
-1.7259163,-47.814507
-39.368797,49.261086
-65.4362,-30.422733
-31.770996,24.072132
-1.7104495,40.303833
6.801593,-12.915525
-34.761597,-23.474363
-32.76322,21.428576
25.367903,-64.62579
-57.10729,-34.450573
78.417984,-7.833087
-13.084646,-6.904783
-9.791203,41.3353
6.6156535,48.35916
-49.54629,-26.776915
-8.438565,14.250962
-48.611507,49.981724
-26.072052,62.423668
14.6712055,26.93113
0.38266534,39.8203
78.12901,-13.79768
29.374994,-12.2165785
44.837254,-3.106945
-46.822914,35.738712
-6.6025496,47.39882
-30.67536,24.29972
72.49882,-11.31084
-20.549875,-10.759214
39.66802,-8.986913
-12.592487,-54.503696
-39.188034,-23.3029
-45.890163,42.90807
-8.135115,13.181665
-14.084502,-3.8516424
-49.088634,13.90648
18.94165,30.724512
48.571842,-6.612715
-15.033664,-8.59656
3.4840262,40.04879
-60.900295,-25.200188
-1.57144,35.279884
39.629894,-24.212631
-44.440556,50.247616
11.264787,16.992205
-46.284073,42.818214
-44.445454,15.493129
24.873718,-69.0497
-39.728317,-29.412912
18.051207,19.889631
-7.0180445,41.302475
-59.865658,-26.222101
-42.082405,32.219643
-8.406405,15.63531
-23.769888,-19.879036
-15.518528,-64.19643
45.26475,-3.1400924
35.252693,49.71933
-36.259743,54.11729
-49.013786,-30.762154
-39.928497,34.173805
27.268303,-16.642385
21.51104,-73.16866
-47.64441,-32.69265
-41.72498,28.639818
48.7603,-9.870314
64.01841,-1.5505085
